Argument Shapes,Count,Device,Duration (us),Name,Percent
"float32[1, 1024, 1], float32[1, 1024, 1], float32[1, 1024, 1]",1,"metal0",197.458,"subtract11",0.421746
"float32[1, 1024, 1], float32[8, 1024, 1], float32[1, 8, 1], float32[1, 8, 1]",1,"metal0",222.75,"fused_conv1d40_add311",0.475767
"float32[1, 8, 1]",1,"metal0",78.75,"vm.builtin.reshape",0.1682
"float32[1, 8], float32[1, 1]",1,"metal0",189.459,"fused_tir_square29_sum291",0.404661
"float32[1, 1], float32[1, 8], float32[1, 8]",1,"metal0",191.25,"fused_broadcast_to_maximum_tir_sqrt12_divide291",0.408487
"float32[1, 8], float32[1, 1]",1,"metal0",162.75,"fused_tir_square29_sum291",0.347614
"float32[1, 8], float32[8, 1024], float32[1, 1], float32[1, 1024], float32[1, 1024]",1,"metal0",191.209,"fused_matmul_multiply29_subtract_add321",0.408399
"float32[1, 1024], int32[1, 1]",1,"metal0",292,"topk",0.623676
"int32[1, 1]",1,"metal0",71.834,"vm.builtin.reshape",0.153429
"float32[1024, 8], int32[1], float32[1, 8]",1,"metal0",156.791,"take11",0.334886
"float32[1, 8]",1,"metal0",47.709,"vm.builtin.reshape",0.101901
"float32[1, 1024, 1], float32[1, 1024, 1], float32[1, 1024, 1], float32[1, 1024, 1], float32[1, 1024, 1], float32[1, 1024, 1], float32[1, 1024, 1], float32[1, 1024, 1], float32[1, 1024, 1], float32[1, 8, 1], float32[1024, 8, 1], float32[1, 1024, 1], float32[1, 1024, 1]",1,"metal0",206.375,"fused_add30_add30_add30_add30_add30_add30_add30_add30_conv1d41_add30_add301",0.440792
"int32[1, 1], int32[1, 1], int32[1, 1], int32[1, 1], int32[1, 1], int32[1, 1], int32[1, 1], int32[1, 1], int32[1, 1]",1,"metal0",48.416,"vm.builtin.make_tuple",0.103411
"float32[1, 1024, 1]",1,"metal0",54.5,"vm.builtin.make_tuple",0.116405
